Category,Metric,Value,Source,Description
gem5_stats,system.mem_ctrls.dram.bwTotal::cpu.inst,467346096.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bwTotal::cpu.data,274311839.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bwTotal::total,741657936.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.readBursts,365.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.writeBursts,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::0,30.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::1,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::2,5.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::3,8.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::4,43.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::5,40.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::6,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::7,24.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::8,17.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::9,71.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::10,62.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::11,14.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::12,2.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::13,14.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::14,5.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankRdBursts::15,16.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::0,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::1,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::2,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::3,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::4,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::5,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::6,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::7,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::8,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::9,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::10,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::11,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::12,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::13,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::14,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.perBankWrBursts::15,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.totQLat,3155250.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.totBusLat,1825000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.totMemAccLat,9999000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.avgQLat,8644.52,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.avgBusLat,5000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.avgMemAccLat,27394.52,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.readRowHits,256.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.writeRowHits,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.readRowHitRate,70.14,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.writeRowHitRate,,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::samples,108.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::mean,215.703704,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::gmean,145.069891,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::stdev,228.436509,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::0-127,45.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::128-255,26.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::256-383,20.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::384-511,7.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::512-639,2.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::640-767,2.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::768-895,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::896-1023,2.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::1024-1151,3.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.bytesPerActivate::total,108.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.dramBytesRead,23360.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.dramBytesWritten,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.avgRdBW,741.657936,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.avgWrBW,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.peakBW,12800.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.busUtil,5.79,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.busUtilRead,5.79,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.busUtilWrite,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.pageHitRate,70.14,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.actEnergy,271320.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.preEnergy,144210.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.readEnergy,1170960.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.writeEnergy,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.refreshEnergy,2458560.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.actBackEnergy,13597350.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.preBackEnergy,644640.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.actPowerDownEnergy,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.prePowerDownEnergy,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.selfRefreshEnergy,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.totalEnergy,18287040.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.averagePower,580.596247,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.totalIdleTime,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.pwrStateTime::IDLE,1567000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.pwrStateTime::REF,1040000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.pwrStateTime::SREF,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.pwrStateTime::PRE_PDN,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.pwrStateTime::ACT,28890000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank0.pwrStateTime::ACT_PDN,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.actEnergy,506940.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.preEnergy,265650.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.readEnergy,1435140.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.writeEnergy,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.refreshEnergy,2458560.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.actBackEnergy,14178750.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.preBackEnergy,155040.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.actPowerDownEnergy,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.prePowerDownEnergy,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.selfRefreshEnergy,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.totalEnergy,19000080.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.averagePower,603.234594,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.totalIdleTime,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.pwrStateTime::IDLE,279250.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.pwrStateTime::REF,1040000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.pwrStateTime::SREF,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.pwrStateTime::PRE_PDN,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.pwrStateTime::ACT,30177750.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.dram.rank1.pwrStateTime::ACT_PDN,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.mem_ctrls.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.transDist::ReadResp,286.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.transDist::WritebackClean,13.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.transDist::ReadExReq,79.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.transDist::ReadExResp,79.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.transDist::ReadCleanReq,230.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.transDist::ReadSharedReq,56.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktCount_system.cpu.icache.mem_side_port::system.mem_ctrls.port,473.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktCount_system.cpu.icache.mem_side_port::total,473.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktCount_system.cpu.dcache.mem_side_port::system.mem_ctrls.port,270.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktCount_system.cpu.dcache.mem_side_port::total,270.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktCount::total,743.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktSize_system.cpu.icache.mem_side_port::system.mem_ctrls.port,15552.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktSize_system.cpu.icache.mem_side_port::total,15552.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktSize_system.cpu.dcache.mem_side_port::system.mem_ctrls.port,8640.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktSize_system.cpu.dcache.mem_side_port::total,8640.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.pktSize::total,24192.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoops,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopTraffic,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::samples,365.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::mean,0.00274,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::stdev,0.052342,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::underflows,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::0,364.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::1,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::2,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::3,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::4,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::overflows,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::min_value,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::max_value,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoopFanout::total,365.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.power_state.pwrStateResidencyTicks::UNDEFINED,31497000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.reqLayer2.occupancy,430000.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.reqLayer2.utilization,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.respLayer1.occupancy,1229500.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.respLayer1.utilization,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.respLayer2.occupancy,729500.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.respLayer2.utilization,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoop_filter.totRequests,378.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoop_filter.hitSingleRequests,14.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoop_filter.hitMultiRequests,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoop_filter.totSnoops,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoop_filter.hitSingleSnoops,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.membus.snoop_filter.hitMultiSnoops,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.voltage_domain.voltage,1.0,stats.txt,gem5 simulation statistic
gem5_stats,system.workload.inst.arm,0.0,stats.txt,gem5 simulation statistic
gem5_stats,system.workload.inst.quiesce,0.0,stats.txt,gem5 simulation statistic
derived_metrics,total_instructions,5701.0,calculated,Total executed instructions
derived_metrics,total_ops,10302.0,calculated,Total operations including micro-ops
derived_metrics,total_memory_ops,2027.0,calculated,Total memory operations (loads + stores)
derived_metrics,total_spills,501.0,calculated,Total spill events detected
derived_metrics,spill_rate_memory,24.71632955106068,calculated,Spill rate as percentage of memory operations
derived_metrics,spill_rate_instructions,8.787931941764603,calculated,Spill rate as percentage of all instructions
derived_metrics,memory_intensity,35.55516576039292,calculated,Memory operations as percentage of all instructions
spill_analysis,unique_memory_addresses,160.0,spill_stats.txt,Unique memory addresses involved in spills
spill_analysis,unique_store_pcs,299.0,spill_stats.txt,Unique store PC addresses
spill_analysis,unique_load_pcs,306.0,cpp_spill_log.txt,Unique load PC addresses
spill_analysis,avg_spill_latency,1625562.874251497,cpp_spill_log.txt,Average spill latency in ticks
spill_analysis,min_spill_latency,2000.0,cpp_spill_log.txt,Minimum spill latency in ticks
spill_analysis,max_spill_latency,20914000.0,cpp_spill_log.txt,Maximum spill latency in ticks
spill_analysis,median_spill_latency,270000.0,cpp_spill_log.txt,Median spill latency in ticks
